area sembrada,area cosechada,produccion,cultivo,PERIODO,rendimiento,municipio,prediccion
70,70,56,FRIJOL,2008B,0.8,SAN MATEO,0.797142857
70,70,104,FRIJOL,2008B,1.5,TENZA,1.514333333
60,60,42,FRIJOL,2008B,0.7,FIRAVITOBA,0.75
54,51,92,FRIJOL,2008B,1.8,SOMONDOCO,1.754444444
40,35,25,FRIJOL,2008B,0.7,CIENEGA,0.6925
30,25,41,FRIJOL,2008B,1.64,JENESANO,1.691428571
30,28,28,FRIJOL,2008B,1,SOCHA,1.039166667
20,19,15,FRIJOL,2008B,0.8,CHITARAQUE,0.805833333
20,20,13,FRIJOL,2008B,0.63,RAMIRIQUI,0.65
11,10,12,FRIJOL,2008B,1.2,CHIVATA,1.2
8,8,9,FRIJOL,2008B,1.13,SAN EDUARDO,1.097333333
6,5,3,FRIJOL,2008B,0.6,BRICENO,0.51
5,5,5,FRIJOL,2008B,1,COMBITA,1
5,5,8,FRIJOL,2008B,1.5,SAN MIGUEL DE SEMA,1.6
1,1,2,FRIJOL,2008B,1.5,PAJARITO,1.5
1,1,1,FRIJOL,2008B,1.1,SACHICA,1.015
195,190,127,FRIJOL,2009A,0.67,PANQUEBA,0.771
100,100,105,FRIJOL,2009A,1.05,UMBITA,0.9875
50,49,25,FRIJOL,2009A,0.5,SAN PABLO DE BORBUR,0.494285714
37,7,11,FRIJOL,2009A,1.5,CHINAVITA,1.51775
20,20,32,FRIJOL,2009A,1.6,JENESANO,1.6
12,11,9,FRIJOL,2009A,0.8,SOMONDOCO,0.776666667
12,12,14,FRIJOL,2009A,1.2,SOTAQUIRA,1.08625
10,10,14,FRIJOL,2009A,1.4,SAMACA,1.395
6,6,9,FRIJOL,2009A,1.5,SAN MIGUEL DE SEMA,1.5
6,6,4,FRIJOL,2009A,0.7,TUNUNGUA,0.6
6,5,8,FRIJOL,2009A,1.5,TUTA,1.618333333
4,4,3,FRIJOL,2009A,0.8,PAZ DE RIO,0.7975
2,2,4,FRIJOL,2009A,2,LA CAPILLA,1.99375
250,240,480,FRIJOL,2009B,2,LA CAPILLA,1.5875
150,150,210,FRIJOL,2009B,1.4,SAMACA,1.1
63,53,85,FRIJOL,2009B,1.6,PACHAVITA,1.64875
50,48,96,FRIJOL,2009B,2,MACANAL,1.879444444
43,42,76,FRIJOL,2009B,1.8,GUATEQUE,1.91
38,30,12,FRIJOL,2009B,0.4,SOATA,0.358125
24,23,25,FRIJOL,2009B,1.1,SAN EDUARDO,1.057857143
23,19,12,FRIJOL,2009B,0.63,RAMIRIQUI,0.625
15,15,11,FRIJOL,2009B,0.7,PESCA,0.685
13,13,16,FRIJOL,2009B,1.2,SOTAQUIRA,1.278571429
10,8,8,FRIJOL,2009B,1,NUEVO COLON,1
10,10,6,FRIJOL,2009B,0.6,SATIVANORTE,0.605
4,4,3,FRIJOL,2009B,0.8,BRICENO,0.7975
4,4,6,FRIJOL,2009B,1.5,SAN MIGUEL DE SEMA,1.41
1,1,1,FRIJOL,2009B,1,CHIVOR,1.015
30,28,23,FRIJOL,2010A,0.81,GAMEZA,0.775
150,150,150,FRIJOL,2010A,1,BOAVITA,1.0125
140,140,236,FRIJOL,2010A,1.69,TIBANA,1.1
135,130,91,FRIJOL,2010A,0.7,PANQUEBA,0.690416667
70,70,56,FRIJOL,2010A,0.8,BUSBANZA,0.797142857
66,56,48,FRIJOL,2010A,0.85,LABRANZAGRANDE,0.8
50,50,54,FRIJOL,2010A,1.09,RONDON,1.105277778
50,50,20,FRIJOL,2010A,0.4,SAN JOSE DE PARE,0.455
30,30,15,FRIJOL,2010A,0.5,EL COCUY,0.5
30,28,34,FRIJOL,2010A,1.2,TURMEQUE,1.272857143
25,24,36,FRIJOL,2010A,1.5,CHINAVITA,1.50625
18,18,18,FRIJOL,2010A,1,CAMPOHERMOSO,1
16,16,26,FRIJOL,2010A,1.65,GUATEQUE,1.59375
15,15,23,FRIJOL,2010A,1.5,TIPACOQUE,1.515
13,13,21,FRIJOL,2010A,1.6,PACHAVITA,1.58625
12,10,5,FRIJOL,2010A,0.5,ARCABUCO,0.486666667
12,11,9,FRIJOL,2010A,0.8,SOMONDOCO,0.776666667
10,10,18,FRIJOL,2010A,1.8,NUEVO COLON,1.795
5,5,8,FRIJOL,2010A,1.5,SUTAMARCHAN,1.5
3,3,5,FRIJOL,2010A,1.5,SOGAMOSO,1.65375
2,2,1,FRIJOL,2010A,0.67,GUACAMAYAS,0.4675
1,1,1,FRIJOL,2010A,0.83,CORRALES,0.85
80,80,144,FRIJOL,2010B,1.8,NUEVO COLON,1.625
50,50,30,FRIJOL,2010B,0.6,CHISCAS,0.55
23,22,33,FRIJOL,2010B,1.5,CHINAVITA,1.45375
21,20,21,FRIJOL,2010B,1.05,TINJACA,1.085
20,20,14,FRIJOL,2010B,0.7,CIENEGA,0.7
20,20,10,FRIJOL,2010B,0.5,SAN JOSE DE PARE,0.5175
17,15,9,FRIJOL,2010B,0.6,BERBEO,0.6025
15,15,12,FRIJOL,2010B,0.8,PAYA,0.801666667
12,10,8,FRIJOL,2010B,0.8,TOGUI,0.797727273
10,8,6,FRIJOL,2010B,0.7,PISBA,0.746666667
10,9,10,FRIJOL,2010B,1.1,TASCO,1.135
9,9,12,FRIJOL,2010B,1.4,SANTA ROSA DE VITERBO,1.3075
4,4,2,FRIJOL,2010B,0.5,ARCABUCO,0.513392857
3,3,4,FRIJOL,2010B,1.5,VILLA DE LEYVA,1.273333333
125,104,58,FRIJOL,2011A,0.56,SUSACON,0.5695
100,100,40,FRIJOL,2011A,0.4,FLORESTA,0.3875
90,70,84,FRIJOL,2011A,1.2,CHIQUINQUIRA,1.425803571
51,51,56,FRIJOL,2011A,1.09,RONDON,1.059166667
36,33,50,FRIJOL,2011A,1.5,TURMEQUE,1.673333333
36,32,29,FRIJOL,2011A,0.9,CHITA,0.874
35,31,38,FRIJOL,2011A,1.23,GAMEZA,1.265
35,33,18,FRIJOL,2011A,0.55,GUICAN,0.49125
26,25,32,FRIJOL,2011A,1.3,CHINAVITA,1.309
25,24,26,FRIJOL,2011A,1.1,TINJACA,1.061666667
20,15,16,FRIJOL,2011A,1.05,BOYACA,1.075
18,18,18,FRIJOL,2011A,1,CAMPOHERMOSO,1
15,15,24,FRIJOL,2011A,1.6,SUTATENZA,1.594
15,15,23,FRIJOL,2011A,1.5,TIPACOQUE,1.515
13,13,26,FRIJOL,2011A,1.98,PACHAVITA,2.5
10,10,10,FRIJOL,2011A,1,BETEITIVA,1
10,10,2,FRIJOL,2011A,0.2,EL COCUY,0.326666667
9,9,9,FRIJOL,2011A,1,GACHANTIVA,1.025
8,5,2,FRIJOL,2011A,0.3,PISBA,0.355625
5,5,8,FRIJOL,2011A,1.6,GUATEQUE,1.5
1,1,1,FRIJOL,2011A,0.7,SAN EDUARDO,1.458333333
200,190,133,FRIJOL,2011B,0.7,LA CAPILLA,0.771
90,86,88,FRIJOL,2011B,1.02,MONIQUIRA,0.9525
84,83,125,FRIJOL,2011B,1.5,TENZA,1.5
37,34,38,FRIJOL,2011B,1.1,MIRAFLORES,1.139
31,31,49,FRIJOL,2011B,1.6,SOMONDOCO,1.55
20,20,14,FRIJOL,2011B,0.7,CIENEGA,0.7
20,17,10,FRIJOL,2011B,0.6,RAMIRIQUI,0.601
20,17,26,FRIJOL,2011B,1.5,SABOYA,1.5
18,18,18,FRIJOL,2011B,1,CAMPOHERMOSO,1
10,10,7,FRIJOL,2011B,0.7,SATIVANORTE,0.7
5,5,6,FRIJOL,2011B,1.2,SUTAMARCHAN,1.196666667
4,4,8,FRIJOL,2011B,2,PAIPA,2.278571429
3,3,4,FRIJOL,2011B,1.5,VILLA DE LEYVA,1.273333333
70,70,70,FRIJOL,2012A,1,SAN MATEO,1.054666667
36,28,13,FRIJOL,2012A,0.45,BUENAVISTA,0.358125
35,35,21,FRIJOL,2012A,0.6,SAN JOSE DE PARE,0.542083333
33,27,21,FRIJOL,2012A,0.78,TIPACOQUE,0.7
25,25,50,FRIJOL,2012A,2,JENESANO,2
24,22,42,FRIJOL,2012A,1.89,BELEN,1.95
20,18,18,FRIJOL,2012A,1,TURMEQUE,1
17,13,8,FRIJOL,2012A,0.6,BERBEO,0.689166667
15,15,18,FRIJOL,2012A,1.2,LA UVITA,1.2
12,12,10,FRIJOL,2012A,0.8,PAJARITO,0.839714286
10,9,3,FRIJOL,2012A,0.3,PAYA,0.316
5,4,3,FRIJOL,2012A,0.7,LA VICTORIA,0.765714286
5,5,4,FRIJOL,2012A,0.8,SAN EDUARDO,0.75
2,1,1,FRIJOL,2012A,0.7,LA CAPILLA,0.55
28,28,31,FRIJOL,2012B,1.1,SAN EDUARDO,1.118333333
18,15,16,FRIJOL,2012B,1.07,COPER,1.075
10,10,12,FRIJOL,2012B,1.2,LA UVITA,1.2
5,5,2,FRIJOL,2012B,0.3,SATIVANORTE,0.468
4,4,5,FRIJOL,2012B,1.4,QUIPAMA,1.291964286
3,3,3,FRIJOL,2012B,1,CORRALES,0.966666667
280,280,224,FRIJOL,2013A,0.8,SABOYA,0.652
85,85,128,FRIJOL,2013A,1.5,SOCOTA,1.516666667
80,80,40,FRIJOL,2013A,0.5,RONDON,0.5595
24,24,48,FRIJOL,2013A,2,BELEN,1.9
18,14,8,FRIJOL,2013A,0.6,BERBEO,0.5525
15,13,10,FRIJOL,2013A,0.8,PISBA,0.804
12,12,7,FRIJOL,2013A,0.6,SATIVASUR,0.45
12,11,9,FRIJOL,2013A,0.8,SOMONDOCO,0.776666667
11,10,24,FRIJOL,2013A,2.33,SAN EDUARDO,2.2475
11,11,13,FRIJOL,2013A,1.18,UMBITA,1.197222222
10,10,20,FRIJOL,2013A,2,NOBSA,2
8,6,6,FRIJOL,2013A,1,ARCABUCO,1
7,7,10,FRIJOL,2013A,1.4,SANTA ROSA DE VITERBO,1.4715
3,3,2,FRIJOL,2013A,0.7,LA CAPILLA,0.683571429
80,70,140,FRIJOL,2013B,2,MACANAL,2.008333333
70,70,56,FRIJOL,2013B,0.8,SAN MATEO,0.797142857
50,45,45,FRIJOL,2013B,1,TURMEQUE,1.025
40,40,60,FRIJOL,2013B,1.5,ALMEIDA,1.56
30,30,27,FRIJOL,2013B,0.9,SAN JOSE DE PARE,0.975
23,20,32,FRIJOL,2013B,1.6,SOMONDOCO,1.6
17,13,8,FRIJOL,2013B,0.6,BERBEO,0.689166667
10,9,12,FRIJOL,2013B,1.3,GAMEZA,1.3325
10,5,3,FRIJOL,2013B,0.5,PANQUEBA,0.6
5,5,7,FRIJOL,2013B,1.5,OTANCHE,1.42625
5,5,3,FRIJOL,2013B,0.63,VIRACACHA,0.595
3,3,3,FRIJOL,2013B,1,CORRALES,0.966666667
1,1,1,FRIJOL,2013B,0.7,LA VICTORIA,1.015
280,280,84,FRIJOL,2014A,0.3,SABOYA,0.316666667
105,101,101,FRIJOL,2014A,1,MONIQUIRA,1
100,50,100,FRIJOL,2014A,2,SIACHOQUE,2
45,45,24,FRIJOL,2014A,0.53,TASCO,0.525833333
24,22,20,FRIJOL,2014A,0.9,COPER,0.871666667
20,20,26,FRIJOL,2014A,1.32,BOYACA,1.3725
20,19,15,FRIJOL,2014A,0.79,GUATEQUE,0.805833333
20,15,15,FRIJOL,2014A,1,PANQUEBA,1.005
19,16,16,FRIJOL,2014A,1.01,BUENAVISTA,0.98
18,15,9,FRIJOL,2014A,0.6,BERBEO,0.6025
15,10,10,FRIJOL,2014A,1,EL ESPINO,1
13,12,22,FRIJOL,2014A,1.8,TINJACA,1.9
10,10,7,FRIJOL,2014A,0.7,SUSACON,0.7
8,8,6,FRIJOL,2014A,0.8,GARAGOA,0.7
8,6,4,FRIJOL,2014A,0.6,QUIPAMA,0.6
5,5,1,FRIJOL,2014A,0.2,EL COCUY,0.112
4,4,5,FRIJOL,2014A,1.32,CHINAVITA,1.291964286
3,3,2,FRIJOL,2014A,0.66,TENZA,0.616571429
2,2,2,FRIJOL,2014A,0.95,PACHAVITA,0.921111111
250,249,498,FRIJOL,2014B,2,LA CAPILLA,1.5875
180,150,45,FRIJOL,2014B,0.3,COVARACHIA,0.3
80,80,120,FRIJOL,2014B,1.5,TENZA,1.5
40,38,41,FRIJOL,2014B,1.09,SAN EDUARDO,1.111
40,40,48,FRIJOL,2014B,1.2,UMBITA,1.3
28,25,38,FRIJOL,2014B,1.5,GUAYATA,1.5
18,15,9,FRIJOL,2014B,0.6,BERBEO,0.6025
15,15,15,FRIJOL,2014B,1.02,PAEZ,1
6,5,3,FRIJOL,2014B,0.5,SATIVANORTE,0.51
5,5,7,FRIJOL,2014B,1.5,OTANCHE,1.42625
2,2,1,FRIJOL,2014B,0.62,SANTA ROSA DE VITERBO,0.4675
300,300,90,FRIJOL,2015A,0.3,SABOYA,0.35
55,55,44,FRIJOL,2015A,0.8,SOCHA,0.8
35,35,18,FRIJOL,2015A,0.5,SOCOTA,0.49125
26,22,21,FRIJOL,2015A,0.96,TIPACOQUE,1.035
25,25,50,FRIJOL,2015A,2,BELEN,2
20,20,36,FRIJOL,2015A,1.8,RONDON,1.8
20,17,12,FRIJOL,2015A,0.7,TURMEQUE,0.724333333
18,15,9,FRIJOL,2015A,0.6,BERBEO,0.6175
15,15,18,FRIJOL,2015A,1.2,LA UVITA,1.2
15,15,15,FRIJOL,2015A,1.02,PAEZ,1
10,10,6,FRIJOL,2015A,0.6,SATIVASUR,0.605
10,7,7,FRIJOL,2015A,0.97,SOMONDOCO,1
5,5,10,FRIJOL,2015A,2,SUTAMARCHAN,2
5,5,8,FRIJOL,2015A,1.5,TUTA,1.5
5,5,2,FRIJOL,2015A,0.4,VIRACACHA,0.348333333
3,2,3,FRIJOL,2015A,1.5,PAIPA,1.6
3,3,5,FRIJOL,2015A,1.5,SOGAMOSO,1.65375
100,95,95,FRIJOL,2015B,1,MONIQUIRA,1
30,30,60,FRIJOL,2015B,2,CIENEGA,2
27,27,47,FRIJOL,2015B,1.74,FIRAVITOBA,1.715833333
25,25,21,FRIJOL,2015B,0.85,JENESANO,0.856666667
25,25,50,FRIJOL,2015B,2,RAMIRIQUI,2
20,20,20,FRIJOL,2015B,1,CHIVOR,1
13,10,6,FRIJOL,2015B,0.6,TURMEQUE,0.6
10,9,7,FRIJOL,2015B,0.85,BRICENO,0.775
8,6,4,FRIJOL,2015B,0.6,QUIPAMA,0.6
4,4,2,FRIJOL,2015B,0.4,TUNUNGUA,0.513392857
148,115,92,FRIJOL,2016A,0.8,COVARACHIA,0.690416667
110,105,105,FRIJOL,2016A,1,MONIQUIRA,1
50,25,38,FRIJOL,2016A,1.5,SOATA,1.55
30,28,42,FRIJOL,2016A,1.5,LABRANZAGRANDE,1.4
26,22,21,FRIJOL,2016A,0.96,TIPACOQUE,1.035
25,25,13,FRIJOL,2016A,0.5,CAMPOHERMOSO,0.5025
24,22,18,FRIJOL,2016A,0.83,COPER,0.844583333
22,18,20,FRIJOL,2016A,1.1,CHITA,1.098333333
22,21,32,FRIJOL,2016A,1.5,RONDON,1.6
19,15,9,FRIJOL,2016A,0.59,PAUNA,0.6025
13,12,16,FRIJOL,2016A,1.3,CHINAVITA,1.328571429
10,10,10,FRIJOL,2016A,1,SUSACON,1
9,9,6,FRIJOL,2016A,0.7,PANQUEBA,0.68875
8,6,4,FRIJOL,2016A,0.6,QUIPAMA,0.6
8,8,16,FRIJOL,2016A,2,SUTATENZA,1.965
7,7,8,FRIJOL,2016A,1.1,SOCHA,1.291
6,6,4,FRIJOL,2016A,0.6,SATIVASUR,0.6
5,5,4,FRIJOL,2016A,0.8,SOMONDOCO,0.75
5,5,10,FRIJOL,2016A,2,VIRACACHA,2
4,4,6,FRIJOL,2016A,1.5,LA CAPILLA,1.46
150,150,300,FRIJOL,2016B,2,MACANAL,1.33875
40,40,16,FRIJOL,2016B,0.4,BOAVITA,0.4135
30,28,28,FRIJOL,2016B,1,COPER,1.039166667
21,21,32,FRIJOL,2016B,1.5,RONDON,1.6
20,20,20,FRIJOL,2016B,1,SANTANA,1
5,4,4,FRIJOL,2016B,1,TUNUNGUA,0.928333333
3,3,4,FRIJOL,2016B,1.3,PAIPA,1.273333333
263,200,100,FRIJOL,2017A,0.5,COVARACHIA,0.471
50,35,14,FRIJOL,2017A,0.4,BOAVITA,0.358125
38,35,35,FRIJOL,2017A,1,TURMEQUE,0.988333333
30,25,30,FRIJOL,2017A,1.2,MIRAFLORES,1.2
25,25,13,FRIJOL,2017A,0.5,CAMPOHERMOSO,0.5025
23,21,15,FRIJOL,2017A,0.73,GARAGOA,0.66875
20,20,20,FRIJOL,2017A,1,SANTANA,1
16,10,6,FRIJOL,2017A,0.6,BERBEO,0.58
12,12,12,FRIJOL,2017A,1.03,LA UVITA,0.977
10,10,14,FRIJOL,2017A,1.4,GUATEQUE,1.395
8,7,7,FRIJOL,2017A,1,TINJACA,0.895
5,5,7,FRIJOL,2017A,1.3,PAIPA,1.42625
3,2,2,FRIJOL,2017A,1,PACHAVITA,1.05
2,2,2,FRIJOL,2017A,1.19,OTANCHE,1.05
255,240,336,FRIJOL,2017B,1.4,MACANAL,0.99375
85,80,64,FRIJOL,2017B,0.8,CHIQUINQUIRA,0.806666667
35,35,35,FRIJOL,2017B,1,SOCOTA,0.988333333
30,30,42,FRIJOL,2017B,1.4,SUTATENZA,1.4
22,20,20,FRIJOL,2017B,1,CHITARAQUE,1
21,15,18,FRIJOL,2017B,1.2,GUATEQUE,1.265
20,18,22,FRIJOL,2017B,1.2,MIRAFLORES,1.211666667
15,14,14,FRIJOL,2017B,1,LA UVITA,0.975
15,15,15,FRIJOL,2017B,1.02,PAEZ,1
3,2,2,FRIJOL,2017B,1.05,OTANCHE,0.961111111
1,1,1,FRIJOL,2017B,1.3,PAIPA,1.015
100,100,60,FRIJOL,2018A,0.6,SAN PABLO DE BORBUR,0.610571429
26,26,37,FRIJOL,2018A,1.44,GAMEZA,1.357857143
26,26,30,FRIJOL,2018A,1.17,GUATEQUE,1.07375
25,25,30,FRIJOL,2018A,1.2,CHISCAS,1.2
20,20,10,FRIJOL,2018A,0.5,EL ESPINO,0.5175
20,20,21,FRIJOL,2018A,1.05,NOBSA,1.05
16,16,10,FRIJOL,2018A,0.6,BERBEO,0.625
13,13,18,FRIJOL,2018A,1.4,CHINAVITA,1.38
12,12,15,FRIJOL,2018A,1.22,BETEITIVA,1.225
10,10,14,FRIJOL,2018A,1.4,VILLA DE LEYVA,1.395
9,9,9,FRIJOL,2018A,1.05,SOGAMOSO,1
6,6,7,FRIJOL,2018A,1.14,TASCO,1.1835
5,5,8,FRIJOL,2018A,1.54,SATIVASUR,1.5
9,9,6,FRIJOL,2018A,0.7,CHIVOR,0.68875
3,3,3,FRIJOL,2018A,1.07,GUACAMAYAS,1.033333333
690,650,10400,PAPA,2006B,16,TUNJA,16.5825
580,560,8960,PAPA,2006B,16,TOTA,15.82166667
460,430,5332,PAPA,2006B,12.4,COMBITA,12.13333333
450,450,4950,PAPA,2006B,11,SOGAMOSO,12.13333333
300,280,8400,PAPA,2006B,30,AQUITANIA,29.28880952
250,200,2400,PAPA,2006B,12,BOYACA,12
230,230,2990,PAPA,2006B,13,CHIQUINQUIRA,13.5825
215,215,3340,PAPA,2006B,15.53,SOTAQUIRA,16
160,140,2240,PAPA,2006B,16,TASCO,14.97777778
150,150,2250,PAPA,2006B,15,PAUNA,14.97777778
121,118,1416,PAPA,2006B,12,SOCHA,11
120,120,1200,PAPA,2006B,10,GACHANTIVA,10
80,75,1350,PAPA,2006B,18,SATIVANORTE,16.1
60,50,650,PAPA,2006B,13,DUITAMA,12.355
50,50,750,PAPA,2006B,15,NUEVO COLON,15.56
30,30,450,PAPA,2006B,15,BUENAVISTA,15
20,18,200,PAPA,2006B,11.11,PAZ DE RIO,11.11
18,18,150,PAPA,2006B,8.33,SATIVASUR,9.25
4,4,80,PAPA,2006B,20,PAJARITO,20.625
3,3,10,PAPA,2006B,4,SOATA,5.358333333
985,900,13500,PAPA,2007A,15,SOCOTA,15
750,750,15000,PAPA,2007A,20,BELEN,20
600,520,10000,PAPA,2007A,19.23,SABOYA,19.28571429
240,240,4320,PAPA,2007A,18,CHITA,17.84125
100,90,1350,PAPA,2007A,15,OICATA,15
25,25,250,PAPA,2007A,10,ALMEIDA,9.583333333
4,4,46,PAPA,2007A,11.4,GARAGOA,17.58333333
1200,1150,17560,PAPA,2007B,15.27,TUNJA,15.22416667
600,600,12800,PAPA,2007B,21.33,SORACA,19.5
500,500,6000,PAPA,2007B,12,SOGAMOSO,12.57333333
350,350,5250,PAPA,2007B,15,GAMEZA,13.77833333
300,250,3750,PAPA,2007B,15,MONGUI,13.31666667
220,220,5500,PAPA,2007B,25,ARCABUCO,25
185,185,3070,PAPA,2007B,16.59,FIRAVITOBA,16.5375
180,180,1980,PAPA,2007B,11,PAIPA,10.6
150,150,2250,PAPA,2007B,15,BOYACA,14.97777778
125,125,1490,PAPA,2007B,11.92,VILLA DE LEYVA,11
100,100,1000,PAPA,2007B,10,TUTA,10.4
95,95,855,PAPA,2007B,9,RAMIRIQUI,8.6125
70,70,840,PAPA,2007B,12,SOCOTA,13
65,65,845,PAPA,2007B,13,DUITAMA,13.43130952
25,25,270,PAPA,2007B,10.8,GUACAMAYAS,11.8974359
17,15,120,PAPA,2007B,8,CHINAVITA,8.066666667
15,13,20,PAPA,2007B,1.54,RAQUIRA,0.93
5,5,50,PAPA,2007B,10,PISBA,10
1000,1000,15600,PAPA,2008A,15.6,TUNJA,16.755
700,700,15300,PAPA,2008A,21.86,VIRACACHA,24.0125
353,330,3432,PAPA,2008A,10.4,CHIVATA,10.6375
270,250,1700,PAPA,2008A,6.8,CIENEGA,8.562142857
240,240,3600,PAPA,2008A,15,UMBITA,14.66666667
190,185,2835,PAPA,2008A,15.32,FIRAVITOBA,15.30666667
180,180,1800,PAPA,2008A,10,TUTA,10.6
110,110,1320,PAPA,2008A,12,RAMIRIQUI,11
60,60,650,PAPA,2008A,10.83,CUITIVA,11
30,30,390,PAPA,2008A,13,DUITAMA,13.875
30,30,300,PAPA,2008A,10,PAUNA,10
30,30,480,PAPA,2008A,16,SATIVANORTE,15.811
25,25,300,PAPA,2008A,12,SANTA SOFIA,11.8974359
10,10,75,PAPA,2008A,7.5,TOPAGA,8
6,6,60,PAPA,2008A,10,PISBA,9.43
2,2,24,PAPA,2008A,12,GACHANTIVA,11.23
1720,1600,28600,PAPA,2008B,17.88,SIACHOQUE,17.57375
1106,847,18126,PAPA,2008B,21.4,SAMACA,20
650,650,13860,PAPA,2008B,21.32,SORACA,19.5
500,500,7500,PAPA,2008B,15,TOTA,14.65277778
300,300,3300,PAPA,2008B,11,CUCAITA,11.92166667
280,280,1500,PAPA,2008B,5.36,CIENEGA,8.562142857
250,250,3500,PAPA,2008B,14,EL COCUY,14.23333333
220,220,5500,PAPA,2008B,25,ARCABUCO,25
170,170,1360,PAPA,2008B,8,CHIQUINQUIRA,7.562142857
150,150,2250,PAPA,2008B,15,BOYACA,14.97777778
80,80,960,PAPA,2008B,12,RAMIRIQUI,12
40,38,456,PAPA,2008B,12,CERINZA,12.41666667
30,30,310,PAPA,2008B,10.33,GUACAMAYAS,10.9175
4,4,80,PAPA,2008B,20,PAJARITO,20
1,1,10,PAPA,2008B,10,SACHICA,10
1100,1100,15100,PAPA,2009A,13.73,TOCA,15.22416667
800,750,13875,PAPA,2009A,18.5,TUTAZA,17
750,750,9300,PAPA,2009A,12.4,SOGAMOSO,12.35333333
700,700,12240,PAPA,2009A,17.49,SORACA,20.5
520,420,11700,PAPA,2009A,27.86,SABOYA,23.54977778
400,400,6000,PAPA,2009A,15,PESCA,15
350,350,4570,PAPA,2009A,13.06,CHIVATA,15
300,300,5400,PAPA,2009A,18,BELEN,16.65277778
300,290,4350,PAPA,2009A,15,COMBITA,15.635
300,300,4200,PAPA,2009A,14,EL COCUY,15.635
300,300,4500,PAPA,2009A,15,GAMEZA,15.635
200,180,2700,PAPA,2009A,15,UMBITA,15
190,190,3890,PAPA,2009A,20.47,VIRACACHA,20.43166667
100,100,1400,PAPA,2009A,14,CHISCAS,14.33333333
77,65,325,PAPA,2009A,5,SOCHA,5.2
70,70,840,PAPA,2009A,12,CHIQUINQUIRA,12
70,70,1050,PAPA,2009A,15,TIBANA,15
17,16,112,PAPA,2009A,7,CHINAVITA,6.17547619
15,15,165,PAPA,2009A,11,GARAGOA,12.3125
14,13,104,PAPA,2009A,8,SOMONDOCO,8
8,7,105,PAPA,2009A,15,CERINZA,12
4,3,21,PAPA,2009A,7,SUTATENZA,6.886904762
600,600,7200,PAPA,2009B,12,SOGAMOSO,12.47678571
600,600,10600,PAPA,2009B,17.67,SORACA,18.5825
70,70,840,PAPA,2009B,12,TIBANA,12
40,40,400,PAPA,2009B,10,PAUNA,10
25,20,206,PAPA,2009B,10.3,GUACAMAYAS,10
20,20,260,PAPA,2009B,13,DUITAMA,12
20,20,200,PAPA,2009B,10,RAQUIRA,10
14,14,199,PAPA,2009B,14.05,IZA,14.5
7,7,56,PAPA,2009B,8,SOMONDOCO,8
4,4,80,PAPA,2009B,20,PAJARITO,20
1200,1110,13130,PAPA,2010A,11.83,TOCA,10.614
650,650,7800,PAPA,2010A,12,CUCAITA,12.47678571
600,600,12000,PAPA,2010A,20,MOTAVITA,20
490,490,12250,PAPA,2010A,25,COMBITA,20.5
400,400,560,PAPA,2010A,1.4,TOTA,6.1125
300,280,7000,PAPA,2010A,25,AQUITANIA,25
265,265,4030,PAPA,2010A,15.21,SOTAQUIRA,14.6775
190,190,2280,PAPA,2010A,12,TIBANA,12.6375
160,160,1920,PAPA,2010A,12,MONGUA,12.5
120,115,1725,PAPA,2010A,15,SORA,13.75
112,110,1320,PAPA,2010A,12,SOCHA,12.375
100,100,1400,PAPA,2010A,14,CHISCAS,14.30833333
80,80,840,PAPA,2010A,10.5,RAQUIRA,11
45,44,550,PAPA,2010A,12.5,PANQUEBA,12.2475
40,39,1170,PAPA,2010A,30,SUSACON,30
2300,2300,25070,PAPA,2010B,10.9,VENTAQUEMADA,13.49142857
1600,1600,32000,PAPA,2010B,20,SAMACA,20.02583333
800,800,17100,PAPA,2010B,21.38,TUTAZA,25.02388889
300,250,5000,PAPA,2010B,20,UMBITA,17.46777778
80,75,975,PAPA,2010B,13,TASCO,12
55,40,510,PAPA,2010B,12.75,CHIVATA,11.50833333
35,35,210,PAPA,2010B,6,LA UVITA,5.676428571
35,12,168,PAPA,2010B,14,SANTA ROSA DE VITERBO,14.1
27,22,187,PAPA,2010B,8.5,SANTA SOFIA,8.8
25,25,375,PAPA,2010B,15,GACHANTIVA,14.83333333
3,3,24,PAPA,2010B,8,GUATEQUE,7.977777778
450,360,5400,PAPA,2011A,15,COMBITA,14.66275
370,370,5550,PAPA,2011A,15,GAMEZA,15.5
211,200,3602,PAPA,2011A,18,CHITA,18
200,195,2984,PAPA,2011A,15.3,FIRAVITOBA,14.5
60,30,240,PAPA,2011A,8,DUITAMA,9.875
58,58,521,PAPA,2011A,9,SANTA SOFIA,9.729
50,45,450,PAPA,2011A,10,LA UVITA,10.16666667
17,17,9,PAPA,2011A,0.5,SATIVASUR,1.92
15,15,165,PAPA,2011A,11,GARAGOA,12.3125
15,15,180,PAPA,2011A,12,LABRANZAGRANDE,12.3125
10,10,300,PAPA,2011A,30,PACHAVITA,19.291
2,2,19,PAPA,2011A,10,CHIVOR,10.3425
2,2,14,PAPA,2011A,7,GUATEQUE,6.972222222
1137,1052,21040,PAPA,2011B,20,ARCABUCO,20.93
758,758,15160,PAPA,2011B,20,SORACA,20
250,250,3000,PAPA,2011B,12,EL COCUY,12
190,190,3890,PAPA,2011B,20.47,VIRACACHA,20.43166667
137,137,3315,PAPA,2011B,24.2,CALDAS,22.5
