area sembrada,area cosechada,produccion,rendimiento,cultivo,municipio,PERIODO
58,51,82,1.6,FRIJOL,PACHAVITA,2007B
55,47,25,0.53,FRIJOL,SABOYA,2007B
50,50,62,1.24,FRIJOL,BOYACA,2007B
50,50,42,0.84,FRIJOL,FIRAVITOBA,2007B
50,49,31,0.63,FRIJOL,SAN PABLO DE BORBUR,2007B
50,49,74,1.5,FRIJOL,TENZA,2007B
42,40,76,1.9,FRIJOL,SUTATENZA,2007B
40,39,63,1.62,FRIJOL,ALMEIDA,2007B
40,28,20,0.7,FRIJOL,CIENEGA,2007B
40,37,31,0.84,FRIJOL,MIRAFLORES,2007B
40,10,7,0.7,FRIJOL,TIBASOSA,2007B
36,36,23,0.64,FRIJOL,SOATA,2007B
34,33,35,1.05,FRIJOL,TINJACA,2007B
32,29,15,0.52,FRIJOL,COPER,2007B
32,30,58,1.93,FRIJOL,GUATEQUE,2007B
30,28,54,1.93,FRIJOL,JENESANO,2007B
30,30,60,2,FRIJOL,MACANAL,2007B
30,30,48,1.6,FRIJOL,ZETAQUIRA,2007B
26,26,27,1.05,FRIJOL,BUENAVISTA,2007B
26,24,44,1.83,FRIJOL,GUAYATA,2007B
25,24,20,0.83,FRIJOL,CHITARAQUE,2007B
25,23,23,1,FRIJOL,PAEZ,2007B
25,24,38,1.6,FRIJOL,SOMONDOCO,2007B
23,20,16,0.8,FRIJOL,BERBEO,2007B
20,19,19,1,FRIJOL,CHINAVITA,2007B
20,20,13,0.63,FRIJOL,RAMIRIQUI,2007B
20,16,22,1.38,FRIJOL,TASCO,2007B
18,18,36,2,FRIJOL,GARAGOA,2007B
15,14,14,1,FRIJOL,CAMPOHERMOSO,2007B
15,14,10,0.71,FRIJOL,EL ESPINO,2007B
15,15,17,1.1,FRIJOL,SAN EDUARDO,2007B
15,15,16,1.05,FRIJOL,VIRACACHA,2007B
14,14,9,0.64,FRIJOL,CHIVOR,2007B
11,10,12,1.2,FRIJOL,CHIVATA,2007B
10,10,8,0.8,FRIJOL,BRICENO,2007B
10,8,14,1.76,FRIJOL,CHIQUIZA,2007B
10,9,11,1.2,FRIJOL,LA UVITA,2007B
10,10,12,1.2,FRIJOL,SOTAQUIRA,2007B
10,9,9,1.05,FRIJOL,UMBITA,2007B
8,8,6,0.7,FRIJOL,TUNUNGUA,2007B
8,8,12,1.5,FRIJOL,TUTA,2007B
7,7,9,1.4,FRIJOL,NOBSA,2007B
6,6,6,1,FRIJOL,GACHANTIVA,2007B
6,6,4,0.6,FRIJOL,PESCA,2007B
6,5,4,0.8,FRIJOL,TOGUI,2007B
5,5,5,0.9,FRIJOL,COMBITA,2007B
5,5,5,1,FRIJOL,GUACAMAYAS,2007B
5,5,8,1.5,FRIJOL,SAN MIGUEL DE SEMA,2007B
5,5,8,1.6,FRIJOL,SOGAMOSO,2007B
4,4,6,1.5,FRIJOL,VILLA DE LEYVA,2007B
3,2,1,0.7,FRIJOL,CUITIVA,2007B
3,3,5,1.83,FRIJOL,PAIPA,2007B
2,2,2,1.33,FRIJOL,RAQUIRA,2007B
1,1,2,1.5,FRIJOL,PAJARITO,2007B
1,1,1,1.1,FRIJOL,SACHICA,2007B
444,400,619,1.55,FRIJOL,SAMACA,2008A
400,388,329,0.85,FRIJOL,BOAVITA,2008A
250,250,162,0.65,FRIJOL,COVARACHIA,2008A
202,202,151,0.75,FRIJOL,GUACAMAYAS,2008A
160,158,180,1.14,FRIJOL,TASCO,2008A
157,145,108,0.74,FRIJOL,SABOYA,2008A
150,145,137,0.94,FRIJOL,SOCHA,2008A
137,90,58,0.64,FRIJOL,PANQUEBA,2008A
110,110,71,0.65,FRIJOL,CHISCAS,2008A
100,100,154,1.54,FRIJOL,TIBANA,2008A
100,100,154,1.54,FRIJOL,TURMEQUE,2008A
95,95,52,0.55,FRIJOL,FLORESTA,2008A
85,78,74,0.95,FRIJOL,MONIQUIRA,2008A
80,80,67,0.84,FRIJOL,CHIQUINQUIRA,2008A
80,75,56,0.75,FRIJOL,EL ESPINO,2008A
80,80,64,0.8,FRIJOL,SAN MATEO,2008A
80,75,38,0.5,FRIJOL,SOCOTA,2008A
75,70,94,1.34,FRIJOL,SAN LUIS DE GACENO,2008A
70,70,52,0.74,FRIJOL,FIRAVITOBA,2008A
70,70,59,0.84,FRIJOL,SAN JOSE DE PARE,2008A
65,61,37,0.6,FRIJOL,SUSACON,2008A
60,60,80,1.33,FRIJOL,BOYACA,2008A
60,35,33,0.94,FRIJOL,SAN EDUARDO,2008A
60,60,42,0.7,FRIJOL,TIBASOSA,2008A
50,49,36,0.73,FRIJOL,SAN PABLO DE BORBUR,2008A
40,40,28,0.7,FRIJOL,CIENEGA,2008A
40,40,40,1,FRIJOL,SATIVANORTE,2008A
38,37,33,0.89,FRIJOL,TOGUI,2008A
35,33,64,1.94,FRIJOL,JENESANO,2008A
33,30,32,1.05,FRIJOL,TINJACA,2008A
30,30,27,0.9,FRIJOL,CHITA,2008A
30,30,25,0.83,FRIJOL,PAYA,2008A
29,27,44,1.63,FRIJOL,DUITAMA,2008A
28,26,14,0.54,FRIJOL,COPER,2008A
28,28,20,0.71,FRIJOL,GAMEZA,2008A
28,26,26,1,FRIJOL,PAEZ,2008A
27,25,16,0.64,FRIJOL,BERBEO,2008A
26,26,27,1.05,FRIJOL,BUENAVISTA,2008A
25,25,25,1,FRIJOL,COMBITA,2008A
21,19,16,0.85,FRIJOL,CHINAVITA,2008A
21,16,26,1.6,FRIJOL,PACHAVITA,2008A
20,19,15,0.8,FRIJOL,CHITARAQUE,2008A
20,20,14,0.7,FRIJOL,PISBA,2008A
19,19,12,0.63,FRIJOL,RAMIRIQUI,2008A
17,17,19,1.12,FRIJOL,CHIVOR,2008A
15,14,14,1,FRIJOL,CAMPOHERMOSO,2008A
15,14,16,1.14,FRIJOL,MIRAFLORES,2008A
15,15,10,0.67,FRIJOL,PESCA,2008A
15,15,15,1,FRIJOL,TIPACOQUE,2008A
15,15,15,1,FRIJOL,TOPAGA,2008A
15,13,14,1.05,FRIJOL,UMBITA,2008A
15,15,16,1.05,FRIJOL,VIRACACHA,2008A
14,14,17,1.24,FRIJOL,BUSBANZA,2008A
12,12,10,0.83,FRIJOL,LABRANZAGRANDE,2008A
12,11,10,0.91,FRIJOL,SOMONDOCO,2008A
11,10,12,1.2,FRIJOL,CHIVATA,2008A
10,10,12,1.2,FRIJOL,CERINZA,2008A
10,9,11,1.2,FRIJOL,LA UVITA,2008A
10,8,8,1,FRIJOL,NUEVO COLON,2008A
10,10,13,1.33,FRIJOL,SANTA ROSA DE VITERBO,2008A
8,8,13,1.6,FRIJOL,SOGAMOSO,2008A
8,8,6,0.7,FRIJOL,TUNUNGUA,2008A
7,7,6,0.9,FRIJOL,GUATEQUE,2008A
7,7,8,1.2,FRIJOL,SOTAQUIRA,2008A
7,7,11,1.5,FRIJOL,TUTA,2008A
6,6,5,0.83,FRIJOL,BRICENO,2008A
5,4,7,1.8,FRIJOL,CHIQUIZA,2008A
5,5,10,2,FRIJOL,GARAGOA,2008A
5,5,7,1.44,FRIJOL,SUTATENZA,2008A
5,5,9,1.8,FRIJOL,VILLA DE LEYVA,2008A
4,4,6,1.5,FRIJOL,SAN MIGUEL DE SEMA,2008A
3,2,1,0.7,FRIJOL,CUITIVA,2008A
2,2,4,2,FRIJOL,LA CAPILLA,2008A
2,2,3,1.83,FRIJOL,PAIPA,2008A
1,1,2,1.5,FRIJOL,PAJARITO,2008A
1,1,1,1.1,FRIJOL,SACHICA,2008A
400,380,550,1.45,FRIJOL,SAMACA,2008B
230,229,458,2,FRIJOL,LA CAPILLA,2008B
200,200,80,0.4,FRIJOL,COVARACHIA,2008B
120,120,100,0.83,FRIJOL,CHIQUINQUIRA,2008B
120,120,180,1.5,FRIJOL,TIBANA,2008B
110,110,63,0.57,FRIJOL,PANQUEBA,2008B
100,100,150,1.5,FRIJOL,TURMEQUE,2008B
90,70,55,0.79,FRIJOL,CHISCAS,2008B
87,77,69,0.9,FRIJOL,MONIQUIRA,2008B
85,85,120,1.41,FRIJOL,NUEVO COLON,2008B
80,80,90,1.13,FRIJOL,SAN LUIS DE GACENO,2008B
80,80,128,1.6,FRIJOL,ZETAQUIRA,2008B
76,76,76,1,FRIJOL,TIPACOQUE,2008B
75,75,15,0.2,FRIJOL,MACANAL,2008B
70,70,80,1.14,FRIJOL,BOYACA,2008B
70,70,35,0.5,FRIJOL,SAN JOSE DE PARE,2008B
70,70,56,0.8,FRIJOL,SAN MATEO,2008B
70,70,104,1.5,FRIJOL,TENZA,2008B
60,58,29,0.5,FRIJOL,BOAVITA,2008B
60,60,42,0.7,FRIJOL,FIRAVITOBA,2008B
54,51,92,1.8,FRIJOL,SOMONDOCO,2008B
54,45,25,0.56,FRIJOL,SUSACON,2008B
50,49,25,0.5,FRIJOL,SAN PABLO DE BORBUR,2008B
46,44,79,1.8,FRIJOL,SUTATENZA,2008B
45,35,19,0.54,FRIJOL,SABOYA,2008B
43,33,53,1.6,FRIJOL,PACHAVITA,2008B
40,35,25,0.7,FRIJOL,CIENEGA,2008B
40,35,39,1.11,FRIJOL,MIRAFLORES,2008B
37,36,50,1.4,FRIJOL,CHINAVITA,2008B
35,34,60,1.8,FRIJOL,GUATEQUE,2008B
33,33,35,1.05,FRIJOL,BUENAVISTA,2008B
32,28,26,0.93,FRIJOL,TASCO,2008B
30,29,51,1.8,FRIJOL,GUAYATA,2008B
30,25,41,1.64,FRIJOL,JENESANO,2008B
30,28,28,1,FRIJOL,SOCHA,2008B
28,28,40,1.43,FRIJOL,ALMEIDA,2008B
28,26,13,0.5,FRIJOL,COPER,2008B
24,23,23,1,FRIJOL,PAEZ,2008B
23,20,12,0.6,FRIJOL,BERBEO,2008B
22,22,18,0.82,FRIJOL,CHIVOR,2008B
20,19,15,0.8,FRIJOL,CHITARAQUE,2008B
20,20,24,1.2,FRIJOL,CUCAITA,2008B
20,20,40,2,FRIJOL,GARAGOA,2008B
20,20,13,0.63,FRIJOL,RAMIRIQUI,2008B
20,20,14,0.7,FRIJOL,TIBASOSA,2008B
20,20,21,1.05,FRIJOL,VIRACACHA,2008B
15,15,9,0.6,FRIJOL,EL ESPINO,2008B
11,10,12,1.2,FRIJOL,CHIVATA,2008B
10,9,11,1.2,FRIJOL,LA UVITA,2008B
10,10,12,1.2,FRIJOL,SOTAQUIRA,2008B
10,10,11,1.05,FRIJOL,UMBITA,2008B
8,8,9,1.13,FRIJOL,SAN EDUARDO,2008B
8,8,6,0.7,FRIJOL,TUNUNGUA,2008B
7,6,8,1.4,FRIJOL,SANTA ROSA DE VITERBO,2008B
6,5,3,0.6,FRIJOL,BRICENO,2008B
6,6,4,0.6,FRIJOL,PESCA,2008B
6,5,4,0.8,FRIJOL,TOGUI,2008B
6,6,9,1.5,FRIJOL,TUTA,2008B
5,5,6,1.2,FRIJOL,CAMPOHERMOSO,2008B
5,4,7,1.8,FRIJOL,CHIQUIZA,2008B
5,5,5,1,FRIJOL,COMBITA,2008B
5,5,8,1.5,FRIJOL,SAN MIGUEL DE SEMA,2008B
5,5,8,1.6,FRIJOL,SOGAMOSO,2008B
4,4,4,1,FRIJOL,GUACAMAYAS,2008B
4,4,6,1.5,FRIJOL,VILLA DE LEYVA,2008B
3,2,1,0.7,FRIJOL,CUITIVA,2008B
3,3,3,1,FRIJOL,GACHANTIVA,2008B
3,3,2,0.6,FRIJOL,PUERTO BOYACA,2008B
2,2,3,1.83,FRIJOL,PAIPA,2008B
1,1,2,1.5,FRIJOL,PAJARITO,2008B
1,1,1,1.1,FRIJOL,SACHICA,2008B
370,215,151,0.7,FRIJOL,SABOYA,2009A
220,220,88,0.4,FRIJOL,COVARACHIA,2009A
195,190,127,0.67,FRIJOL,PANQUEBA,2009A
170,154,161,1.05,FRIJOL,TASCO,2009A
150,150,150,1,FRIJOL,BOAVITA,2009A
120,120,96,0.8,FRIJOL,SAN MATEO,2009A
120,120,180,1.5,FRIJOL,TIBANA,2009A
110,110,61,0.55,FRIJOL,CHISCAS,2009A
100,100,105,1.05,FRIJOL,UMBITA,2009A
91,87,78,0.9,FRIJOL,MONIQUIRA,2009A
90,90,45,0.5,FRIJOL,FLORESTA,2009A
88,85,145,1.7,FRIJOL,NUEVO COLON,2009A
80,80,80,1,FRIJOL,CHIQUINQUIRA,2009A
74,70,36,0.51,FRIJOL,SUSACON,2009A
70,63,76,1.2,FRIJOL,BUSBANZA,2009A
70,70,35,0.5,FRIJOL,SAN JOSE DE PARE,2009A
67,67,31,0.46,FRIJOL,LABRANZAGRANDE,2009A
60,60,42,0.7,FRIJOL,FIRAVITOBA,2009A
60,60,63,1.05,FRIJOL,VIRACACHA,2009A
53,51,31,0.6,FRIJOL,GUICAN,2009A
51,47,15,0.31,FRIJOL,SOCOTA,2009A
50,25,5,0.2,FRIJOL,GUACAMAYAS,2009A
50,49,25,0.5,FRIJOL,SAN PABLO DE BORBUR,2009A
43,38,38,1,FRIJOL,SOCHA,2009A
40,40,28,0.7,FRIJOL,PISBA,2009A
40,38,30,0.8,FRIJOL,TOGUI,2009A
37,7,11,1.5,FRIJOL,CHINAVITA,2009A
35,31,23,0.75,FRIJOL,SOATA,2009A
33,33,17,0.5,FRIJOL,ARCABUCO,2009A
32,32,29,0.9,FRIJOL,CHITA,2009A
30,25,18,0.7,FRIJOL,CIENEGA,2009A
30,30,15,0.5,FRIJOL,EL COCUY,2009A
30,30,21,0.7,FRIJOL,PESCA,2009A
30,28,42,1.5,FRIJOL,TURMEQUE,2009A
28,27,14,0.5,FRIJOL,COPER,2009A
28,28,20,0.7,FRIJOL,GAMEZA,2009A
27,26,27,1.02,FRIJOL,PAEZ,2009A
26,15,9,0.63,FRIJOL,RAMIRIQUI,2009A
24,23,24,1.05,FRIJOL,TINJACA,2009A
22,19,11,0.6,FRIJOL,BERBEO,2009A
20,20,24,1.2,FRIJOL,BOYACA,2009A
20,20,20,1,FRIJOL,CAMPOHERMOSO,2009A
20,20,32,1.6,FRIJOL,JENESANO,2009A
20,18,21,1.15,FRIJOL,MIRAFLORES,2009A
20,20,12,0.6,FRIJOL,SATIVANORTE,2009A
18,18,18,1,FRIJOL,CALDAS,2009A
15,13,23,1.8,FRIJOL,CHIQUIZA,2009A
15,12,14,1.2,FRIJOL,LA UVITA,2009A
15,15,8,0.5,FRIJOL,OTANCHE,2009A
15,15,8,0.5,FRIJOL,TIPACOQUE,2009A
13,12,22,1.8,FRIJOL,GUATEQUE,2009A
13,13,10,0.8,FRIJOL,PAYA,2009A
12,12,11,0.93,FRIJOL,CHIVOR,2009A
12,10,10,0.95,FRIJOL,CORRALES,2009A
12,11,9,0.8,FRIJOL,SOMONDOCO,2009A
12,12,14,1.2,FRIJOL,SOTAQUIRA,2009A
11,8,6,0.8,FRIJOL,BRICENO,2009A
11,5,8,1.77,FRIJOL,PACHAVITA,2009A
10,10,5,0.5,FRIJOL,EL ESPINO,2009A
10,10,14,1.4,FRIJOL,NOBSA,2009A
10,10,14,1.4,FRIJOL,SAMACA,2009A
10,10,13,1.4,FRIJOL,SANTA ROSA DE VITERBO,2009A
10,10,7,0.7,FRIJOL,TIBASOSA,2009A
10,10,5,0.5,FRIJOL,TOCA,2009A
9,8,11,1.4,FRIJOL,SUTATENZA,2009A
8,6,4,0.7,FRIJOL,COMBITA,2009A
8,8,13,1.6,FRIJOL,SOGAMOSO,2009A
6,6,9,1.5,FRIJOL,SAN MIGUEL DE SEMA,2009A
6,6,4,0.7,FRIJOL,TUNUNGUA,2009A
6,5,8,1.5,FRIJOL,TUTA,2009A
5,5,4,0.7,FRIJOL,CUITIVA,2009A
5,5,10,2,FRIJOL,GARAGOA,2009A
4,4,3,0.8,FRIJOL,PAZ DE RIO,2009A
4,3,2,0.7,FRIJOL,SAN EDUARDO,2009A
3,3,5,1.8,FRIJOL,PAIPA,2009A
2,2,1,0.5,FRIJOL,GACHANTIVA,2009A
2,2,4,2,FRIJOL,LA CAPILLA,2009A
250,20,8,0.4,FRIJOL,COVARACHIA,2009B
250,240,480,2,FRIJOL,LA CAPILLA,2009B
200,200,320,1.6,FRIJOL,ZETAQUIRA,2009B
150,150,210,1.4,FRIJOL,SAMACA,2009B
120,120,120,1,FRIJOL,CHIQUINQUIRA,2009B
95,90,60,0.66,FRIJOL,PANQUEBA,2009B
89,86,79,0.92,FRIJOL,MONIQUIRA,2009B
80,80,80,1,FRIJOL,BOAVITA,2009B
80,80,32,0.4,FRIJOL,SAN MATEO,2009B
80,78,117,1.5,FRIJOL,TENZA,2009B
70,70,48,0.68,FRIJOL,FIRAVITOBA,2009B
70,50,25,0.5,FRIJOL,TIPACOQUE,2009B
63,53,85,1.6,FRIJOL,PACHAVITA,2009B
50,48,96,2,FRIJOL,MACANAL,2009B
50,50,35,0.7,FRIJOL,RONDON,2009B
50,49,25,0.5,FRIJOL,SAN PABLO DE BORBUR,2009B
50,48,72,1.5,FRIJOL,TURMEQUE,2009B
47,46,83,1.8,FRIJOL,SUTATENZA,2009B
45,43,60,1.4,FRIJOL,ALMEIDA,2009B
43,42,76,1.8,FRIJOL,GUATEQUE,2009B
40,37,41,1.1,FRIJOL,MIRAFLORES,2009B
40,40,20,0.5,FRIJOL,SAN JOSE DE PARE,2009B
38,30,12,0.4,FRIJOL,SOATA,2009B
35,25,18,0.7,FRIJOL,CIENEGA,2009B
32,28,50,1.8,FRIJOL,GUAYATA,2009B
30,30,15,0.5,FRIJOL,ARCABUCO,2009B
30,30,17,0.55,FRIJOL,CHISCAS,2009B
30,30,32,1.05,FRIJOL,VIRACACHA,2009B
28,26,41,1.6,FRIJOL,SOMONDOCO,2009B
27,26,27,1.02,FRIJOL,PAEZ,2009B
25,24,12,0.5,FRIJOL,COPER,2009B
24,23,25,1.1,FRIJOL,SAN EDUARDO,2009B
23,19,12,0.63,FRIJOL,RAMIRIQUI,2009B
22,22,44,2,FRIJOL,GARAGOA,2009B
21,20,21,1.05,FRIJOL,TINJACA,2009B
20,20,30,1.5,FRIJOL,CHINAVITA,2009B
20,20,32,1.6,FRIJOL,JENESANO,2009B
18,16,10,0.6,FRIJOL,BERBEO,2009B
15,13,16,1.2,FRIJOL,LA UVITA,2009B
15,15,8,0.5,FRIJOL,OTANCHE,2009B
15,15,11,0.7,FRIJOL,PESCA,2009B
13,13,16,1.2,FRIJOL,SOTAQUIRA,2009B
12,10,8,0.8,FRIJOL,TOGUI,2009B
10,10,10,1,FRIJOL,CALDAS,2009B
10,8,8,1,FRIJOL,NUEVO COLON,2009B
10,10,6,0.6,FRIJOL,SATIVANORTE,2009B
10,8,9,1.1,FRIJOL,TASCO,2009B
10,10,15,1.5,FRIJOL,TIBANA,2009B
10,10,7,0.7,FRIJOL,TIBASOSA,2009B
8,7,5,0.7,FRIJOL,GUICAN,2009B
7,1,2,1.5,FRIJOL,PAJARITO,2009B
7,7,9,1.4,FRIJOL,SANTA ROSA DE VITERBO,2009B
6,6,4,0.6,FRIJOL,EL ESPINO,2009B
6,6,3,0.53,FRIJOL,SUSACON,2009B
6,6,3,0.5,FRIJOL,GACHANTIVA,2009B
5,5,5,1,FRIJOL,CAMPOHERMOSO,2009B
5,5,8,1.6,FRIJOL,SOGAMOSO,2009B
5,5,4,0.7,FRIJOL,TUNUNGUA,2009B
5,5,7,1.56,FRIJOL,VILLA DE LEYVA,2009B
4,4,3,0.8,FRIJOL,BRICENO,2009B
4,4,6,1.5,FRIJOL,SAN MIGUEL DE SEMA,2009B
4,4,1,0.3,FRIJOL,SOCOTA,2009B
3,3,2,0.8,FRIJOL,CORRALES,2009B
3,2,3,1.5,FRIJOL,TUTA,2009B
3,3,5,1.8,FRIJOL,PAIPA,2009B
2,1,0,0.3,FRIJOL,GUACAMAYAS,2009B
1,1,1,1,FRIJOL,CHIVOR,2009B
30,28,23,0.81,FRIJOL,GAMEZA,2010A
1220,712,1062,1.49,FRIJOL,SABOYA,2010A
230,220,88,0.4,FRIJOL,COVARACHIA,2010A
150,150,150,1,FRIJOL,BOAVITA,2010A
140,140,236,1.69,FRIJOL,TIBANA,2010A
135,130,91,0.7,FRIJOL,PANQUEBA,2010A
110,103,113,1.1,FRIJOL,MONIQUIRA,2010A
100,100,40,0.4,FRIJOL,SAN MATEO,2010A
98,98,39,0.4,FRIJOL,FLORESTA,2010A
94,94,35,0.37,FRIJOL,SOCOTA,2010A
80,60,60,1,FRIJOL,CHIQUINQUIRA,2010A
80,80,48,0.6,FRIJOL,CHISCAS,2010A
74,70,35,0.5,FRIJOL,SUSACON,2010A
70,70,56,0.8,FRIJOL,BUSBANZA,2010A
70,70,49,0.7,FRIJOL,FIRAVITOBA,2010A
66,56,48,0.85,FRIJOL,LABRANZAGRANDE,2010A
60,60,63,1.05,FRIJOL,VIRACACHA,2010A
55,45,36,0.8,FRIJOL,PAYA,2010A
50,50,54,1.09,FRIJOL,RONDON,2010A
50,50,20,0.4,FRIJOL,SAN JOSE DE PARE,2010A
50,50,25,0.5,FRIJOL,SAN PABLO DE BORBUR,2010A
45,45,34,0.75,FRIJOL,SATIVANORTE,2010A
40,35,25,0.7,FRIJOL,PISBA,2010A
40,38,30,0.8,FRIJOL,TOGUI,2010A
35,32,28,0.9,FRIJOL,CHITA,2010A
34,32,18,0.55,FRIJOL,GUICAN,2010A
32,32,34,1.05,FRIJOL,BUENAVISTA,2010A
30,30,21,0.7,FRIJOL,CIENEGA,2010A
30,10,7,0.7,FRIJOL,CUITIVA,2010A
30,30,15,0.5,FRIJOL,EL COCUY,2010A
30,28,37,1.33,FRIJOL,SOCHA,2010A
30,28,34,1.2,FRIJOL,TURMEQUE,2010A
27,27,28,1.04,FRIJOL,PAEZ,2010A
25,25,30,1.2,FRIJOL,BOYACA,2010A
25,24,36,1.5,FRIJOL,CHINAVITA,2010A
24,23,24,1.05,FRIJOL,TINJACA,2010A
23,21,22,1.09,FRIJOL,MIRAFLORES,2010A
22,22,13,0.6,FRIJOL,SOATA,2010A
20,16,10,0.6,FRIJOL,BERBEO,2010A
20,20,32,1.6,FRIJOL,JENESANO,2010A
18,18,18,1,FRIJOL,CAMPOHERMOSO,2010A
17,15,9,0.63,FRIJOL,RAMIRIQUI,2010A
16,16,26,1.65,FRIJOL,GUATEQUE,2010A
15,7,7,0.97,FRIJOL,BRICENO,2010A
15,15,17,1.1,FRIJOL,TASCO,2010A
15,15,23,1.5,FRIJOL,TIPACOQUE,2010A
15,12,13,1.05,FRIJOL,UMBITA,2010A
14,13,6,0.49,FRIJOL,OTANCHE,2010A
13,13,21,1.6,FRIJOL,PACHAVITA,2010A
12,10,5,0.5,FRIJOL,ARCABUCO,2010A
12,12,11,0.93,FRIJOL,CHIVOR,2010A
12,12,16,1.3,FRIJOL,LA UVITA,2010A
12,11,9,0.8,FRIJOL,SOMONDOCO,2010A
11,11,15,1.4,FRIJOL,SANTA ROSA DE VITERBO,2010A
10,10,5,0.46,FRIJOL,BETEITIVA,2010A
10,7,13,1.8,FRIJOL,CHIQUIZA,2010A
10,9,5,0.5,FRIJOL,COPER,2010A
10,10,5,0.5,FRIJOL,EL ESPINO,2010A
10,10,18,1.8,FRIJOL,NUEVO COLON,2010A
10,10,7,0.7,FRIJOL,TIBASOSA,2010A
10,8,3,0.4,FRIJOL,TUNUNGUA,2010A
9,9,9,1,FRIJOL,GACHANTIVA,2010A
9,9,11,1.2,FRIJOL,SOTAQUIRA,2010A
9,9,14,1.6,FRIJOL,SUTATENZA,2010A
6,6,12,2,FRIJOL,GARAGOA,2010A
5,5,8,1.5,FRIJOL,SUTAMARCHAN,2010A
5,5,8,1.5,FRIJOL,TUTA,2010A
4,4,8,1.9,FRIJOL,PAIPA,2010A
4,4,6,1.5,FRIJOL,SAN MIGUEL DE SEMA,2010A
3,3,3,0.9,FRIJOL,PAZ DE RIO,2010A
3,3,5,1.5,FRIJOL,SOGAMOSO,2010A
2,2,1,0.67,FRIJOL,GUACAMAYAS,2010A
2,2,4,2,FRIJOL,LA CAPILLA,2010A
2,1,1,1.5,FRIJOL,VILLA DE LEYVA,2010A
1,1,1,0.83,FRIJOL,CORRALES,2010A
1,1,1,0.7,FRIJOL,SAN EDUARDO,2010A
235,235,469,2,FRIJOL,LA CAPILLA,2010B
200,200,200,1,FRIJOL,ZETAQUIRA,2010B
135,135,90,0.67,FRIJOL,PANQUEBA,2010B
90,86,95,1.1,FRIJOL,MONIQUIRA,2010B
82,82,122,1.5,FRIJOL,TENZA,2010B
80,80,144,1.8,FRIJOL,NUEVO COLON,2010B
70,60,60,1,FRIJOL,CHIQUINQUIRA,2010B
55,55,110,2,FRIJOL,MACANAL,2010B
55,55,99,1.8,FRIJOL,SUTATENZA,2010B
50,50,30,0.6,FRIJOL,CHISCAS,2010B
50,50,54,1.09,FRIJOL,RONDON,2010B
50,50,25,0.5,FRIJOL,SAN PABLO DE BORBUR,2010B
50,40,20,0.5,FRIJOL,TIPACOQUE,2010B
50,49,59,1.2,FRIJOL,TURMEQUE,2010B
48,45,77,1.7,FRIJOL,ALMEIDA,2010B
40,39,70,1.8,FRIJOL,GUATEQUE,2010B
40,40,32,0.8,FRIJOL,SAN MATEO,2010B
40,40,64,1.6,FRIJOL,TIBANA,2010B
36,33,36,1.1,FRIJOL,MIRAFLORES,2010B
35,31,47,1.5,FRIJOL,GUAYATA,2010B
33,23,37,1.6,FRIJOL,PACHAVITA,2010B
30,30,48,1.6,FRIJOL,SOMONDOCO,2010B
30,30,32,1.05,FRIJOL,VIRACACHA,2010B
25,25,30,1.2,FRIJOL,BOYACA,2010B
25,25,50,2,FRIJOL,GARAGOA,2010B
24,23,24,1.04,FRIJOL,PAEZ,2010B
24,24,25,1.07,FRIJOL,SAN EDUARDO,2010B
23,22,33,1.5,FRIJOL,CHINAVITA,2010B
22,22,23,1.05,FRIJOL,BUENAVISTA,2010B
21,20,21,1.05,FRIJOL,TINJACA,2010B
20,20,20,1,FRIJOL,BOAVITA,2010B
20,20,14,0.7,FRIJOL,CIENEGA,2010B
20,20,14,0.7,FRIJOL,CUITIVA,2010B
20,17,11,0.63,FRIJOL,RAMIRIQUI,2010B
20,17,26,1.5,FRIJOL,SABOYA,2010B
20,20,10,0.5,FRIJOL,SAN JOSE DE PARE,2010B
20,15,16,1.05,FRIJOL,UMBITA,2010B
17,15,9,0.6,FRIJOL,BERBEO,2010B
15,15,24,1.6,FRIJOL,JENESANO,2010B
15,15,12,0.8,FRIJOL,PAYA,2010B
15,15,18,1.2,FRIJOL,SOTAQUIRA,2010B
12,10,8,0.8,FRIJOL,TOGUI,2010B
10,8,6,0.7,FRIJOL,PISBA,2010B
10,10,7,0.7,FRIJOL,SATIVANORTE,2010B
10,10,6,0.6,FRIJOL,SOATA,2010B
10,9,10,1.1,FRIJOL,TASCO,2010B
10,10,7,0.7,FRIJOL,TIBASOSA,2010B
9,9,12,1.4,FRIJOL,SANTA ROSA DE VITERBO,2010B
8,8,4,0.5,FRIJOL,COPER,2010B
7,7,9,1.4,FRIJOL,NOBSA,2010B
6,6,3,0.5,FRIJOL,EL ESPINO,2010B
6,5,3,0.5,FRIJOL,SUSACON,2010B
5,2,1,0.5,FRIJOL,BRICENO,2010B
5,5,5,1,FRIJOL,CAMPOHERMOSO,2010B
5,5,7,1.3,FRIJOL,LA UVITA,2010B
5,4,1,0.3,FRIJOL,TUNUNGUA,2010B
5,5,8,1.5,FRIJOL,TUTA,2010B
4,4,2,0.5,FRIJOL,ARCABUCO,2010B
4,4,4,1,FRIJOL,GACHANTIVA,2010B
4,4,6,1.5,FRIJOL,SAN MIGUEL DE SEMA,2010B
3,3,6,1.9,FRIJOL,PAIPA,2010B
3,3,2,0.8,FRIJOL,CORRALES,2010B
3,3,4,1.5,FRIJOL,VILLA DE LEYVA,2010B
